when_written,text_new
1829,esteville fire begins to burn the auburn fields of harvest rise the torrid flames again return  and thunders roll along the skies  perspiring cancer lifts his head  and roars terrific from on high whose voice the timid creatures dread  from which they strive with awe to fly  the nighthawk ventures from his cell  and starts his note in evening air he feels the heat his bosom swell  which drives away the gloom of fear  thou noisy insect  start thy drum rise lamplike bugs to light the train and bid sweet philomela come  and sound in front the nightly strain  the bee begins her ceaseless hum  and doth with sweet exertions rise and with delight she stores her comb  and well her rising stock supplies  let sportive children well beware  while sprightly frisking oer the green and carefully avoid the snare  which lurks beneath the smiling scene  the mistress bird assumes her nest  and broods in silence on the tree  her note to cease  her wings at rest  she patient waits her young to see  the farmer hastens from the heat the weary ploughhorse droops his head the cattle all at noon retreat  and ruminate beneath the shade  the burdened ox with dauntless rage  flies heedless to the liquid flood  from which he quaffs  devoid of guage  regardless of his drivers rod  pomaceous orchards now expand their laden branches oer the lea and with their bounty fill the land  while plenty smiles on every tree  on fertile borders  near the stream  now gaze with pleasure and delight see loaded vines with melons teem tis paradise to human sight  with rapture view the smiling fields  adorn the mountain and the plain  each  on the eve of autumn  yields a large supply of golden grain
1837,  when smiling summers charms are past  the voice of music dies then winter pours his chilling blast from rough inclement skies  the pensive dove shuts up her throat  the larks forbear to soar  or raise one sweet  delightful note  which charmd the ear before  the screechowl peals her shivering tone upon the brink of night as some sequestered child unknown  which feared to come in sight  the cattle all desert the field  and eager seek the glades of naked trees  which once did yield their sweet and pleasant shades  the humming insects all are still  the beetles rise no more  the constant tinkling of the bell  along the heath is oer            stern boreas hurls each piercing gale with snowclad wings along  discharging volleys mixed with hail which chill the breeze of song  lo  all the southern windows close  whence spicy breezes roll  the herbage sinks in sad repose  and winter sweeps the whole  thus after youth old age comes on  and brings the frost of time  and eer our vigour has withdrawn  we shed the rose of prime  alas how quick it is the case  the scion youth is grown how soon it runs its morning race  and beautys sun goes down  the autumn of declining years must blanch the fathers head  encumbered with a load of cares  when youthful charms have fled
1837,eternal spring of boundless grace        it lifts the soul above  where god the son unveils his face        and shows that heaven is love  love that revolves through endless years        love that can never pall love which excludes the gloom of fears          love to whom god is all  love which can ransom every slave        and set the prisner free  gild the dark horrors of the grave        and still the raging sea  let but the partial smile of heaven       upon the bosom play  the mystic sound of sins forgiven        can waft the soul away  the pilgrims spirits show this love        they often soar on high languish from this dim earth to move        and leave the flesh to die  sing  oh my soul  rise up and run        and leave this clay behind wing thy swift flight beyond the sun        nor dwell in tents confined  
1837,thou delicate blossom thy short race is ended  thou sample of virtue and prize of the brave no more are thy beauties by mortals attended  they now are but food for the worms and the grave  thou art gone to the tomb  whence theres no returning  and left us behind in a vale of suspense in vain to the dust do we follow thee mourning  the same doleful tramp will soon call us all hence  i view thee now launched on eternitys ocean  thy soul how it smiles as it floats on the wave it smiles as if filled with the softest emotion  but looks not behind on the frowns of the grave  the messenger came from afar to relieve thee in this lonesome valley no more shalt thou roam bright seraphs now stand on the banks to receive thee  and cry  happy stranger  thou art welcome at home  thou art gone to a feast  while thy friends are bewailing  oh  death is a song to the poor ransomd slave away with bright visions the spirit goes sailing  and leaves the frail body to rest in the grave  rebecca is free from the pains of oppression  no friends could prevail with her longer to stay she smiles on the fields of eternal fruition  whilst death like a bridegroom attends her away  she is gone in the whirlwindye seraphs attend her  through jordans cold torrent her mantle may lave  she soars in the chariot  and earth falls beneath her  resignd in a shroud to a peaceable grave
1837,deceitful worm  that undermines the clay  which slyly steals the thoughtless soul away  pervading neighborhoods with sad surprise  like sudden storms of wind and thunder rise  the sounding deathwatch lurks within the wall  away some unsuspecting soul to call the pendant willow droops her waving head  and sighing zephyrs whisper of the dead  methinks i hear the doleful midnight knell some parting spirit bids the world farewell the taper burns as conscious of distress  and seems to show the living number less  must a lovd daughter from her father part  and grieve for one who lies so near her heart and must she for the fatal loss bemoan  or faint to hear his last departing groan  methinks i see him speechless gaze awhile  and on her drop his last paternal smile with gushing tears closing his humid eyes  the last pulse beats  and in her arms he dies  with pallid cheeks she lingers round his bier  and heaves a farewell sigh with every tear with sorrow she consigns him to the dust  and silent owns the fatal sentence just  still her sequestered mother seems to weep  and spurns the balm which constitutes her sleep her plaintive murmurs float upon the gale  and almost make the stubborn rocks bewail  o what is like the awful breach of death  whose fatal stroke invades the creatures breath it bids the voice of desolation roll  and strikes the deepest awe within the bravest soul    
1837,when evening bids the sun to rest retire  unwearied ether sets her lamps on fire lit by one torch  each is supplied in turn  till all the candles in the concave burn  the nighthawk now  with his nocturnal tone  wakes up  and all the owls begin to moan  or heave from dreary vales their dismal song  whilst in the air the meteors play along  at length the silver queen begins to rise  and spread her glowing mantle in the skies  and from the smiling chambers of the east  invites the eye to her resplendent feast  what joy is this unto the rustic swain  who from the mount surveys the moonlit plain who with the spirit of a dauntless pan controls his fleecy train and leads the van  or pensive  muses on the waters side  which purling doth thro green meanders glide  with watchful care he broods his heart away till night is swallowed in the flood of day  the meteors cease to play  that movd so fleet and spectres from the murky groves retreat  the prowling wolf withdraws  which howld so bold and bleating flocks may venture from the fold  the nighthawks din deserts the shepherds ear succeeded by the huntsmans trumpet clear  o come diana  start the morning chase thou ancient goddess of the hunting race  auroras smiles adorn the mountains brow  the peasant hums delighted at his plough  and lo  the dairy maid salutes her bounteous cow 
1837,far  far above this world i soar  and almost nature lose  aerial regions to explore  with this ambitious muse  my towering thoughts with pinions rise  upon the gales of song  which waft me through the mental skies  with music on my tongue  my muse is all on mystic fire  which kindles in my breast to scenes remote she doth aspire  as never yet exprest  wrapt in the dust she scorns to lie  calld by new charms away nor will she eer refuse to try such wonders to survey  such is the quiet bliss of soul  when in some calm retreat  where pensive thoughts like streamlets roll  and render silence sweet  and when the vain tumultuous crowd shakes comfort from my mind  my muse ascends above the cloud and leaves the noise behind  with vivid flight she mounts on high above the dusky maze  and with a perspicacious eye doth far bove nature gaze
1837,hail happy pair  from whom such raptures rise  on whom i gaze with pleasure and surprise from thy bright rays the gloom of strife is driven  for all the smiles of mutual love are heaven  thrice happy pair no earthly joys excel  thy peaceful state there constant pleasures dwell  which cheer the mind and elevate the soul   whilst discord sinks beneath their soft control  the blaze of zeal extends from breast to breast  while heaven supplies each innocent request and lo what fond regard their smiles reveal  attractive as the magnet to the steel  their peaceful life is all content and ease  they with delight each other strive to please  each others charms  they only can admire  whose bosoms burn with pure connubial fire  the indelible vestige of unblemished love  must hence a guide to generations prove  though virtuous partners moulder in the tomb  their light may shine on ages yet to come  with grateful tears their wellspent day shall close  when death  like evening  calls them to repose then mystic smiles may break from deep disguise  like vespers torch transpiring in the skies  like constellations still their works may shine  in virtues unextinguished blaze divine  happy are they whose race shall end the same sweeter than odours is a virtuous name  such is the transcript of unfading grace  reflecting lustre on a future race   the virtuous on this line delight to tread  and magnify the honors of the dead  who like a pheenix did not burn in vain  incinerated to revive again  from whose exalted urn young love shall rise  exulting from a funeral sacrifice
1837,when on lifes ocean first i spread my sail  i then implored a mild auspicious gale  and from the slippery strand i took my flight  and sought the peaceful haven of delight  tyrannic storms arose upon my soul   and dreadful did their madning thunders roll the pensive muse was shaken from her sphere  and hope  it vanishd in the clouds of fear  at length a golden sun broke through the gloom  and from his smiles arose a sweet perfume  a calm ensued  and birds began to sing   and lo the sacred muse resumed her wing  with frantic joy she chaunted as she flew   and kissd the clement hand that bore her through her envious foes did from her sight retreat   or prostrate fall beneath her burning feet  twas like a proselyte  allied to heaven  or rising spirits boast of sins forgiven  whose shout dissolves the adamant away  whose melting voice the stubborn rocks obey  twas like the salutation of the dove   borne on the zephyr through some lonesome grove  when spring returns  and winters chill is past  and vegetation smiles above the blast  twas like the evening of a nuptial pair   when love pervades the hour of sad despair twas like fair helens sweet return to troy  when every grecian bosom swelled with joy  the silent harp which on the osiers hung  was then attuned  and manumission sung  away by hope the clouds of fear were driven  and music breathed my gratitude to heaven  hard was the race to reach the distant goal  the needle oft was shaken from the pole  in such distress who could forbear to weep tossed by the headlong billows of the deep  the tantalizing beams which shone so plain  which turned my former pleasures into pain which falsely promised all the joys of fame  gave way  and to a more substantial flame  some philanthropic souls as from afar  with pity strove to break the slavish bar to whom my floods of gratitude shall roll  and yield with pleasure to their soft control  and sure of providence this work begun he shod my feet this rugged race to run and in despite of all the swelling tide  along the dismal path will prove my guide  thus on the dusky verge of deep despair   eternal providence was with me there  when pleasure seemed to fade on lifes gay dawn  and the last beam of hope was almost gone
1837,majestic insect from thy royal hum   the flies retreat  or starve before theyll come the obedient ploughhorse may  devoid of fear  perform his task with joy  when thou art near  as at the lions dread alarming roar   the inferior beasts will never wander more  lest unawares he should be seized away  and to the prowling monster fall a prey  with silent pleasure often do i trace the fly upon the wing  with rapid pace  the fugitive proclaims upon the wind  the deathbound sheriff is not far behind  ye thirsty flies beware  nor dare approach  nor on the toiling animal encroach   be vigilant  before you buzz too late   the victim of a melancholy fate  such seems the caution of the once chased fly  whilst to the horse she dare not venture nigh this useful gadfly traversing the field  with care the labring animal to shield  such is the eye of providential care  along the path of life forever there whose guardian hand by day doth mortals keep and gently lays them down at night to sleep  immortal guard  shall i thy pleasures grieve like noahs dove  wilt thou the creature leave no never  never  whilst on earth i stay  and after death  then fly with me away  
1837,see that fallen princess her splendor is gone the pomp of her morning is over her daystar of pleasure refuses to dawn  she wanders a nocturnal rover  alas she resembles jerusalems fall  the fate of that wonderful city  when grief with astonishment rung from the wall  instead of the heart cheering ditty  when music was silent  no more to be rung  when sion wept over her daughter  on griefs drooping willow their harps they were hung  when pendent oer babylons water  she looks like some star that has falln from her sphere  no more by her cluster surrounded her comrades of pleasure refuse her to cheer  and leave her dethrond and confounded  she looks like some queen who has boasted in vain  whose diamond refuses to glitter deserted by those who once bowd in her train  whose flight to her soul must be bitter  she looks like the twilight  her sun sunk away  he sets but to rise again never like the eve  with a blush bids farewell to the day  and darkness conceals her forever 
1845,  i rrust that my friends will remember  whilst i these my pleasures display  resort to my musical chamber  the laurel crownd desert in may  resort to this chamber at leisure  attend it by night and by day to feast on the dainties of pleasure   which cannot be stinted in may  this place is both pleasing and moral  a chamber both lovely and gay   in the shade of a neer fading laurel  whose grace in december is may  abounding with every fine story   while time passes hurrying away   this place is a banquet ef glory  which rings with the ditties of may  the chamber of chatham and dolly  a place of a comical play  gave place unto lovels fine folly  the birds and sweet flowers of may  here venus attends with her lover  here floras their suitors betray   and uncommon secrets discover     which break from the bosom of may  here ever young hebe sits smiling  the wonders of youth to portray   excluding old age from defiling the lads and the lassies of may  call by  little stranger  one minute  your joy will reward your delay  come  feast with the lark and the linnet  and drink of the waters of may  walk in  little mistress  be steady  you r welcome a visit to pay all things in the chamber are ready  resolve to be married in may
1845,deserted of her spouse  she sat lamenting in the chamber   hast thou gone and left me   void of faults but  strictly true fly far away without delay   adieu  my love  adieu  hast thou gone and left me   hence to seek another bride   i must be still   thou hast thy will   the world is free and wide   only  hadst thou told me ere i drunk the bitter cup   i could with shame  now bear the blame   and freely give thee up   but im left to ponder   now in the depth of sorrows gloom like some dull sprite   in dead of night  bewailing oer her tomb   swiftly fly and welcome  it is the fate of fools to rove  with whom i know  wedlock is wo without the stream of love  where constant love is wanting   pleasure has not long to dwell  i view my fate   alas  too late  so partner  fare thee well  but  my love  remember   hence we meet and face to face   thy heart shall ache   thy soul shall quake   the wretch of all disgrace 
1845,o death  thy power i own     whose mission was to rush  and snatch the rose  so quickly blown     down from its native bush the flower of beauty doomd to pine  ascends from this to worlds divine  death is a joyful doom     let tears of sorrow dry  the rose on earth but fades to bloom    and blossom in the sky why should the soul resist the hand that bears her to celestial land  then  bonny bird  farewell     till hence we meet again perhaps i have not long to dwell    within this cumbrous chain  till on elysian shores we meet  till grief is lost and joy complete
1845,oft do i hear those windows ope    and shut with dread surprise  and spirits murmur as they grope     but break not on the eyes  still fancy spies the winding sheet    the phantom and the shroud and bids the pulse of horror beat    throughout my ears aloud  some unknown finger thumps the door     from one of faltering voice  till some one seems to walk the floor    with an alarming noise  the drum of horror holds her sound     which will not let me sleep  when ghastly breezes float around     and hidden goblins creep  methinks i hear some constant groan     the din of all the dead  while trembling thus i lie alone     upon this restless bed  at length the blaze of morning broke    on my  impatient view   and truth or fancy told the joke     and bade the night adieu  twas but the noise of prowling rats     which ran with all their speed  pursued in haste by hungry cats     which on the vermin feed  the cat growld as she held her prey     which shriekd with all its might  and drove the balm of sleep away    throughout the livelong night  those creatures crumbling off the cheese    which on the table lay some cats  too quick the rogues to seize     with rumbling lost their prey  thus man is often his own elf     who makes the night his ghost  and shrinks with horror from himself     which is to fear the most 
1845,ill love thee as long as i live   whateer thy condition may be  all else but my life would i give   that thou wast as partial to me   i love thee because thou art fair  and fancy no other beside  i languish thy pleasures to share   whatever my life may betide   ill love thee when youths vital beam  grows dim on the visage of cares  and trace back on times rapid stream   thy beauty when sinking in in years    though nature no longer is is gay   with blooms which the simple adore   let virtue forbid me to say   that cathrine is lovely no more
1845,the swan which boasted mid the tide   whose nest was guarded by the wave   floated for pleasure till she died   and sunk beneath the flood to lave   the bird of fashion drops her wing   the rosebush now declines to bloom  the gentle breezes of the spring  no longer waft a sweet perfume   fair beauty with those lovely eyes   withers along her vital stream  proud fortune leaves her throne  and flies  from pleasure  as a flattering dream   the eagle of exalted fame   which spreads his pinions far to sail   struggled to fan his dying flame   till pleasure palld in every gale  and gaudy mammon  sordid gain   whose plume has faded  once so gay    languishes mid her flowery train   whilst pleasure flies like fumes away   vain pleasures  o how short to last  like leaves which quick to ashes burn  which kindle from the slightest blast   and slight to nothing hence return
1845,it lifts the poor man from his cell to fortunes bright alcove its mighty sway few  few can tell  mid envious foes it conquers ill theres nothing half like love  ye weary strangers  void of rest  who late through life have strove  like the late bird which seeks its nest  if you would hence in truth be blest  light on the bough of love  the vagrant plebeian  void of friends  constraind through wilds to rove  on this his safety whole depends  one faithful smile his trouble ends  a smile of constant love  thus did a captured wretch complain  imploring heaven above  till one with sympathetic pain  flew to his arms and broke the chain  and grief took flight from love  let clouds of danger rise and roar  and hopes firm pillars move with storms behind and death before  o grant me this  i crave no more  theres nothing half like love  when nature wakes soft pitys coo the hawk deserts the dove  compassion melts the creature through   with palpitations felt by few  the wrecking throbs of love  let surly discord take its flight from wedlocks peaceful grove  while tmion breaks thé arm of fight  with darkness swallowd up in light   o what is there like love
1845,thon mayst retire but think of me when thou art gone afar   where er in life thy travels be  if tost along the brackish sea  or borne upon the car  thou mayst retire  i care not where  thy name my theme shall be with thee in heart i shall be there  content thy good or ill to share  if dead to lodge with thee  thou mayst retire beyond the deep  and leave thy sister train  to roam the wilds where dangers sleep  and leave affection sad to weep in bitterness and in pain  thou mayst retire  and yet be glad to leave me thus alone  lamenting and bewailing sad farewell  thy sunk deluded lad may rise when thou art gone 
1845,when from my native clime  mid lonely vallies pensive far i roam   mid rocks and hills where waters roll sublime  tis sweet to think of home  my retrospective gaze bounds on a dark horizon far behind  but yet the stars of homely pleasures blaze and glimmer on my mind  when pealing thunders roll  and ruffian winds howl  threatning life with gloom  to heavens kind hand i then commit the whole  and smile to think of home  but cease  my pensive soul  to languish at departures gloomy shrine still look in front and hail the joyful goal   the pleasure teeming line  when on the deep wide sea i wander  sailing mid the swelling foam  tost from the land by many a long degree  o  then i think of thee  i never shail forget the bygone pleasures of my native shore  until the sun of life forbears to set  and pain is known no more  when nature seems to weep  and life hangs trembling oer the watery tomb  hope lifts her peaceful sail to brave the deep  and bids me think of home  my favorite pigeon rest  nor on the plane of sorrow drop thy train  but on the bough of hope erect thy nest  till friends shall meet again  though in the hermits cell  where eager friends to cheer me fail to come  where zephrus seems a joyless tale to tell  no thought is sweet but home 
1845,the joy of meeting one so fair           inspires the present stream of song                  a bonny belle                   that few excell   and one with whom i few compare           though out of sight so long   it is a cause of much delight           when lads and lasses meet again                  but  bonny belle                   no long to dwell     for soon  upon the wing of flight           we haste away in pain           that long hid form i smile to trace           a star emerging out of gloom                   exalted belle                   whose powers impell   and draw the heart by every grace           the queen of every bloom   long out of sight  but still in mind           eternal memry holds its grasp                  still  bonny belle                   tis sweet to tell  of thee  when i am left behind           in sorrows lonely clasp
1845, sweet on the house top falls the gentle shower   when jet black darkness crowns the silent         hour   when shrill the owlet pours her hollow tone  like some lost child sequesterd and alone   when wills bewildering wisp begins to flare   and philomela breathes her dulcet air  tis sweet to listen to her nightly tune   deprived of starlight or the smiling moon  when deadly winds sweep round the rural         shed   and tell of strangers lost  without a bed  fond sympathy invokes her dolrous lay   and pleasure steals in sorrows gloom away   till fostring somnus bids my eyes to close   and smiling visions open to repose  still on my soothing couch i lie at ease  still round my chamber flows the whistling         breeze   still in the chain of sleep i lie confined  to all the threatning ills of life resignd  regardless of the wandring elfe of night  while phantoms break on my immortal sight the trump of morning bids my slumbers end  while from a flood of rest i straight ascend   when on a busy world i cast my eyes   and think of nightly slumbers with surprise 
1845,see sad deluded love  in years too late   with tears desponding oer the tomb of fate   while dusky evenings veil excludes the light which in the morning broke upon his sight he now regrets his vain  his fruitless plan  and sadly wonders at the faults of man  tis now from beautys torch he wheels aside   and strives to soar above affections tide  tis now that sorrow feeds the worm of pain with tears which never can the loss regain tis now he drinks the wormwood and the         gall  and all the sweets of early pleasures pall  when from his breast the hope of fortune flies  the songs of transport languish into sighs  fond  lovely rose  that beamed as she blew  a of all the charms of youth the most untrue   she  with delusive smiles  prevaild to move  this silly heart into the snare of love  then like a flower closed against the bee  folds her arms and turns her back on me  when on my fancys eye her smiles she shed   the torch by which deluded love was led   then  like a lark  from boyhoods maze i         soard   and thus in song her flattering smiles adored my heart was then by fondling love betrayd   a thousand pleasures bloomd but soon to         fade  from joy to joy my heart exulting flew   in quest of one  though fair  yet far from true 
1845,throughout our rambles much we find the bee trees burst with honey wild birds we tame of every kind  at once they seem to be resignd i know but one that lags behind  theres nothing lags but money   the woods afford us much supply  the opossum  coon  and coney they all are tame and venture nigh  regardless of the public eye  i know but one among them shy  theres nothing shy but money   and she lies in the bankrupt shade the cunning fox is funny when thus the public debts are paid  deceitful cash is not afraid  where funds are hid for private trade  theres nothing paid but money   then let us roam the woods along  and drive the coon and coney our lead is good  our powder strong  to shoot the pigeons as they throng  but sing no more the idle song  nor prowl the chase for money
1845,i know her storytelling eye has more expression than her tongue and from that heartextorted sigh   at once the peal of love is rung   when that soft eye lets fall a tear of doating fondness as we part  the stream is from a cause sincere  and issues from a melting heart   what shall her fluttering pulse restrain  the lifewatch beating from her soul  when all the power  of hate is slain  and love permits it no control   when said her tongue  i wish thee well  her eye declared it must be true and every sentence seemd to tell the tale of sorrow told by few   when low she bowd and wheeld aside  i saw her blushing temples fade her smiles were sunk in sorrows tide  but love was in her eye betrayd  
1845,tis sweet to trace the setting sun wheel blushing down the west when his diurnal race is run  the traveller stops the gloom to shun  and lodge his bones to rest   far from the eye he sinks apace  but still throws back his light from oceans of resplendent grace  whence sleeping vesper paints her face  and bids the sun good night   to those hesperian fields by night my thoughts in vision stray  like spirits stealing into light  from gloom upon the wing of flight  soaring from time away   our eagle  with his pinions furld  takes his departing peep  and hails the occidental world  swift round whose base the globes are whirld  whilst weary creatures sleep
1845,the king of day rides on  fo give the placid morning birth on wheels of glory moves his throne  whose light adorns the earth  when oriée his limpid maid has the imperial course begun  the lark deserts the dusky glade  and soars to meet the sun  up from the orient deep aurora mounts without delay  with brooms of light the plains to sweep  and purge the gloom away ye ghostly séenes give way our king is coming now in sighit  bearing the diadem of day  whose érest expels the night  thus we  like birds  retreat to groves  and hide from evry eye  our slumbring dust will rise and meet its morning in the sky  the immaterial sun   now hid within enipyreal gloom will break forth on a brighter throne  and call us from the tomb
1845,sweet memory  like a pleasing dream  still lends a dull and feeble ray for ages with her vestige teems  when beautys trace is worn away  when pleasure  with her harps unstrung  sits silent to be heard no more                          or leaves them on the willows hung  and passtime glee forever oer           still back in smiles thy glory steals  with evning dew drops from thine eye  the twilight bursting from thy wheels   ascends and bids oblivion fly   memory  thy bush prevails to bloom   designd to fade  no  never  never   will stamp thy vestige on the tomb   and bid th immortal live forever  when youths bright sun has once declined and bid his smiling day expire  memry  thy torch steals up behind  and sets thy hidden stars on fire  
1845,                        come  thou queen of every creature                          nature calls thee to her arms                          love sits gay on every feature                          teeming with a thousand charms                          meet me mid the wreathing bowers                          greet me in the citron grove                          where i saw the belle of flowers                         dealing with the blooms of love                          hark the lowly dove of sharon                          bids thee rise and come away                          from a vale both dry and barren                          come to one where life is gay                          come  thou queen of all the forest                          fair feronia  mountain glee                          lovelier than the garden florist                          or the goddess of the bee                          come  sterculus  and with pleasure                          fertilize the teeming field                         from thy straw  dissolved at leisure                          bid the lea her bounty yield                          come  thou queen of every creature                          nature calls thee to her arms                         love sits gay on every feature                          teeming with a thousand charms 
